"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 19 08:58:21 GMT 2024","Tue Mar 19 08:58:21 GMT 2024","159","Cookies","","","","","cy.clearCookies() - clear browser cookies for the current domain",""
"passed","Tue Mar 19 08:58:23 GMT 2024","Tue Mar 19 08:58:23 GMT 2024","198","Cypress.Commands","","","","",".add() - create a custom command",""
"passed","Tue Mar 19 08:58:04 GMT 2024","Tue Mar 19 08:58:04 GMT 2024","261","Utilities","","","","","Cypress._ - call a lodash method",""
"passed","Tue Mar 19 08:58:14 GMT 2024","Tue Mar 19 08:58:14 GMT 2024","81","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Tue Mar 19 08:58:28 GMT 2024","Tue Mar 19 08:58:28 GMT 2024","63","Location","","","","","cy.url() - get the current URL",""
"passed","Tue Mar 19 08:58:15 GMT 2024","Tue Mar 19 08:58:15 GMT 2024","73","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Tue Mar 19 08:57:56 GMT 2024","Tue Mar 19 08:57:56 GMT 2024","18","Spies, Stubs, and Clock","","","","","cy.stub() matches depending on arguments",""
"passed","Tue Mar 19 08:58:21 GMT 2024","Tue Mar 19 08:58:21 GMT 2024","95","Cookies","","","","","cy.clearAllCookies() - clear all browser cookies",""
"passed","Tue Mar 19 08:57:46 GMT 2024","Tue Mar 19 08:57:46 GMT 2024","141","Network Requests","","","","","cy.request() with query parameters",""
"passed","Tue Mar 19 08:58:02 GMT 2024","Tue Mar 19 08:58:02 GMT 2024","83","Traversal","","","","",".parents() - get parent DOM elements from DOM elements",""
"passed","Tue Mar 19 08:58:14 GMT 2024","Tue Mar 19 08:58:14 GMT 2024","93","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Tue Mar 19 08:58:02 GMT 2024","Tue Mar 19 08:58:02 GMT 2024","80","Traversal","","","","",".nextUntil() - get next sibling DOM elements until next el",""
"passed","Tue Mar 19 08:57:50 GMT 2024","Tue Mar 19 08:57:50 GMT 2024","74","Querying","","","","","cy.root() - query the root DOM element",""
"passed","Tue Mar 19 08:58:24 GMT 2024","Tue Mar 19 08:58:24 GMT 2024","76","Cypress.platform","","","","","Get underlying OS name",""
"failed","Tue Mar 19 08:58:23 GMT 2024","Tue Mar 19 08:58:24 GMT 2024","230","Cypress.config()","","","","","Get and set configuration options",""
"passed","Tue Mar 19 08:58:18 GMT 2024","Tue Mar 19 08:58:19 GMT 2024","76","Connectors",".then()","","","","yields the returned value to the next command",""
"passed","Tue Mar 19 08:58:23 GMT 2024","Tue Mar 19 08:58:23 GMT 2024","72","Cypress.arch","","","","","Get CPU architecture name of underlying OS",""
"passed","Tue Mar 19 08:58:24 GMT 2024","Tue Mar 19 08:58:24 GMT 2024","68","Cypress.log","","","","","Control what is printed to the Command Log",""
"passed","Tue Mar 19 08:58:17 GMT 2024","Tue Mar 19 08:58:18 GMT 2024","179","Window","","","","","cy.window() - get the global window object",""
"passed","Tue Mar 19 08:58:01 GMT 2024","Tue Mar 19 08:58:01 GMT 2024","94","Traversal","","","","",".last() - get last DOM element",""
"passed","Tue Mar 19 08:58:01 GMT 2024","Tue Mar 19 08:58:02 GMT 2024","88","Traversal","","","","",".nextAll() - get all next sibling DOM elements",""
"passed","Tue Mar 19 08:58:21 GMT 2024","Tue Mar 19 08:58:21 GMT 2024","108","Cookies","","","","","cy.getAllCookies() - get all browser cookies",""
"passed","Tue Mar 19 08:58:08 GMT 2024","Tue Mar 19 08:58:08 GMT 2024","104","Actions","","","","",".trigger() - trigger an event on a DOM element",""
"passed","Tue Mar 19 08:58:01 GMT 2024","Tue Mar 19 08:58:01 GMT 2024","92","Traversal","","","","",".eq() - get a DOM element at a specific index",""
"passed","Tue Mar 19 08:57:50 GMT 2024","Tue Mar 19 08:57:51 GMT 2024","574","Querying","","","","","best practices - selecting elements",""
"passed","Tue Mar 19 08:57:52 GMT 2024","Tue Mar 19 08:57:52 GMT 2024","463","Actions","","","","",".clear() - clears an input or textarea element",""
"passed","Tue Mar 19 08:58:18 GMT 2024","Tue Mar 19 08:58:18 GMT 2024","80","Connectors","","","","",".spread() - spread an array as individual args to callback function",""
"passed","Tue Mar 19 08:58:24 GMT 2024","Tue Mar 19 08:58:24 GMT 2024","81","Cypress.dom","","","","",".isHidden() - determine if a DOM element is hidden",""
"passed","Tue Mar 19 08:58:18 GMT 2024","Tue Mar 19 08:58:18 GMT 2024","87","Connectors",".then()","","","","invokes a callback function with the current subject",""
"passed","Tue Mar 19 08:58:14 GMT 2024","Tue Mar 19 08:58:14 GMT 2024","73","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Tue Mar 19 08:57:56 GMT 2024","Tue Mar 19 08:57:56 GMT 2024","22","Spies, Stubs, and Clock","","","","","matches call arguments using Sinon matchers",""
"passed","Tue Mar 19 08:57:50 GMT 2024","Tue Mar 19 08:57:50 GMT 2024","108","Querying","","","","","cy.contains() - query DOM elements with matching content",""
"passed","Tue Mar 19 08:58:26 GMT 2024","Tue Mar 19 08:58:26 GMT 2024","94","Files","","","","","cy.readFile() - read file contents",""
"passed","Tue Mar 19 08:58:04 GMT 2024","Tue Mar 19 08:58:05 GMT 2024","205","Utilities","","","","","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Tue Mar 19 08:57:50 GMT 2024","Tue Mar 19 08:57:50 GMT 2024","520","Querying","","","","","cy.get() - query DOM elements",""
"passed","Tue Mar 19 08:58:29 GMT 2024","Tue Mar 19 08:58:30 GMT 2024","350","Misc","","","","",".end() - end the command chain",""
"passed","Tue Mar 19 08:58:18 GMT 2024","Tue Mar 19 08:58:18 GMT 2024","64","Window","","","","","cy.title() - get the title",""
"passed","Tue Mar 19 08:58:06 GMT 2024","Tue Mar 19 08:58:07 GMT 2024","740","Actions","","","","",".uncheck() - uncheck a checkbox element",""
"passed","Tue Mar 19 08:58:05 GMT 2024","Tue Mar 19 08:58:05 GMT 2024","194","Actions","","","","",".dblclick() - double click on a DOM element",""
"passed","Tue Mar 19 08:57:47 GMT 2024","Tue Mar 19 08:57:47 GMT 2024","201","Network Requests","","","","","cy.request() - save response in the shared test context",""
"passed","Tue Mar 19 08:57:58 GMT 2024","Tue Mar 19 08:57:59 GMT 2024","188","Local Storage / Session Storage","","","","","cy.getAllSessionStorage() - get all data in sessionStorage for all origins",""
"passed","Tue Mar 19 08:58:14 GMT 2024","Tue Mar 19 08:58:14 GMT 2024","75","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Tue Mar 19 08:58:01 GMT 2024","Tue Mar 19 08:58:01 GMT 2024","88","Traversal","","","","",".first() - get first DOM element",""
"passed","Tue Mar 19 08:58:01 GMT 2024","Tue Mar 19 08:58:01 GMT 2024","94","Traversal","","","","",".find() - get descendant DOM elements of the selector",""
"passed","Tue Mar 19 08:58:31 GMT 2024","Tue Mar 19 08:58:32 GMT 2024","1015","Misc","Cypress.Screenshot","","","","cy.screenshot() - take a screenshot",""
"passed","Tue Mar 19 08:58:21 GMT 2024","Tue Mar 19 08:58:21 GMT 2024","96","Cookies","","","","","cy.setCookie() - set a browser cookie",""
"passed","Tue Mar 19 08:58:08 GMT 2024","Tue Mar 19 08:58:10 GMT 2024","2097","Actions","","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Tue Mar 19 08:57:55 GMT 2024","Tue Mar 19 08:57:55 GMT 2024","160","Spies, Stubs, and Clock","","","","","cy.clock() - control time in the browser",""
"passed","Tue Mar 19 08:58:14 GMT 2024","Tue Mar 19 08:58:14 GMT 2024","288","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Tue Mar 19 08:58:12 GMT 2024","Tue Mar 19 08:58:12 GMT 2024","506","Aliasing","","","","",".as() - alias a route for later use",""
"passed","Tue Mar 19 08:57:57 GMT 2024","Tue Mar 19 08:57:58 GMT 2024","508","Local Storage / Session Storage","","","","","cy.clearLocalStorage() - clear all data in localStorage for the current origin",""
"passed","Tue Mar 19 08:58:20 GMT 2024","Tue Mar 19 08:58:21 GMT 2024","304","Cookies","","","","","cy.getCookie() - get a browser cookie",""
"passed","Tue Mar 19 08:57:43 GMT 2024","Tue Mar 19 08:57:44 GMT 2024","277","Navigation","","","","","cy.visit() - visit a remote url",""
"passed","Tue Mar 19 08:58:19 GMT 2024","Tue Mar 19 08:58:19 GMT 2024","89","Connectors",".then()","","","","yields the value yielded by the last Cypress command inside",""
"passed","Tue Mar 19 08:58:01 GMT 2024","Tue Mar 19 08:58:01 GMT 2024","82","Traversal","","","","",".next() - get next sibling DOM element",""
"passed","Tue Mar 19 08:58:07 GMT 2024","Tue Mar 19 08:58:07 GMT 2024","800","Actions","","","","",".select() - select an option in a <select> element",""
"passed","Tue Mar 19 08:57:45 GMT 2024","Tue Mar 19 08:57:45 GMT 2024","237","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Tue Mar 19 08:57:53 GMT 2024","Tue Mar 19 08:57:55 GMT 2024","2526","Spies, Stubs, and Clock","","","","","cy.spy() retries until assertions pass",""
"passed","Tue Mar 19 08:57:47 GMT 2024","Tue Mar 19 08:57:48 GMT 2024","1060","Network Requests","","","","","cy.intercept() - route responses to matching requests",""
"passed","Tue Mar 19 08:58:32 GMT 2024","Tue Mar 19 08:58:32 GMT 2024","70","Misc","Cypress.Screenshot","","","","Cypress.Screenshot.defaults() - change default config of screenshots",""
"passed","Tue Mar 19 08:57:55 GMT 2024","Tue Mar 19 08:57:55 GMT 2024","73","Spies, Stubs, and Clock","","","","","cy.stub() - create a stub and/or replace a function with stub",""
"passed","Tue Mar 19 08:57:44 GMT 2024","Tue Mar 19 08:57:45 GMT 2024","377","example to-do app","","","","","can add new todo items",""
"passed","Tue Mar 19 08:58:28 GMT 2024","Tue Mar 19 08:58:28 GMT 2024","80","Location","","","","","cy.location() - get window.location",""
"passed","Tue Mar 19 08:57:46 GMT 2024","Tue Mar 19 08:57:46 GMT 2024","227","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Tue Mar 19 08:57:45 GMT 2024","Tue Mar 19 08:57:46 GMT 2024","525","Network Requests","","","","","cy.request() - make an XHR request",""
"passed","Tue Mar 19 08:58:18 GMT 2024","Tue Mar 19 08:58:18 GMT 2024","85","Connectors","","","","",".invoke() - invoke a function on the current subject",""
"passed","Tue Mar 19 08:57:45 GMT 2024","Tue Mar 19 08:57:46 GMT 2024","234","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Tue Mar 19 08:58:04 GMT 2024","Tue Mar 19 08:58:04 GMT 2024","161","Utilities","","","","","Cypress.$ - call a jQuery method",""
"passed","Tue Mar 19 08:57:58 GMT 2024","Tue Mar 19 08:57:58 GMT 2024","185","Local Storage / Session Storage","","","","","cy.clearAllLocalStorage() - clear all data in localStorage for all origins",""
"passed","Tue Mar 19 08:58:18 GMT 2024","Tue Mar 19 08:58:18 GMT 2024","98","Connectors","","","","",".its() - get properties on the current subject",""
"passed","Tue Mar 19 08:58:00 GMT 2024","Tue Mar 19 08:58:01 GMT 2024","247","Traversal","","","","",".children() - get child DOM elements",""
"passed","Tue Mar 19 08:57:45 GMT 2024","Tue Mar 19 08:57:45 GMT 2024","360","example to-do app","","","","","can check off an item as completed",""
"passed","Tue Mar 19 08:58:02 GMT 2024","Tue Mar 19 08:58:02 GMT 2024","80","Traversal","","","","",".prevUntil() - get all previous sibling DOM elements until el",""
"passed","Tue Mar 19 08:58:24 GMT 2024","Tue Mar 19 08:58:24 GMT 2024","72","Cypress.version","","","","","Get current version of Cypress being run",""
"passed","Tue Mar 19 08:58:26 GMT 2024","Tue Mar 19 08:58:26 GMT 2024","282","Files","","","","","cy.fixture() - load a fixture",""
"passed","Tue Mar 19 08:58:05 GMT 2024","Tue Mar 19 08:58:05 GMT 2024","71","Utilities","","","","","Cypress.minimatch - test out glob patterns against strings",""
"passed","Tue Mar 19 08:58:02 GMT 2024","Tue Mar 19 08:58:02 GMT 2024","103","Traversal","","","","",".siblings() - get all sibling DOM elements",""
"passed","Tue Mar 19 08:58:28 GMT 2024","Tue Mar 19 08:58:28 GMT 2024","194","Location","","","","","cy.hash() - get the current URL hash",""
"passed","Tue Mar 19 08:57:43 GMT 2024","Tue Mar 19 08:57:43 GMT 2024","328","Navigation","","","","","cy.reload() - reload the page",""
"passed","Tue Mar 19 08:58:15 GMT 2024","Tue Mar 19 08:58:16 GMT 2024","1581","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Tue Mar 19 08:57:59 GMT 2024","Tue Mar 19 08:57:59 GMT 2024","189","Local Storage / Session Storage","","","","","cy.clearAllSessionStorage() - clear all data in sessionStorage for all origins",""
"passed","Tue Mar 19 08:58:02 GMT 2024","Tue Mar 19 08:58:02 GMT 2024","78","Traversal","","","","",".not() - remove DOM elements from set of DOM elements",""
"passed","Tue Mar 19 08:57:52 GMT 2024","Tue Mar 19 08:57:53 GMT 2024","172","Spies, Stubs, and Clock","","","","","cy.spy() - wrap a method in a spy",""
"passed","Tue Mar 19 08:58:07 GMT 2024","Tue Mar 19 08:58:10 GMT 2024","2775","Viewport","","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Tue Mar 19 08:57:43 GMT 2024","Tue Mar 19 08:57:44 GMT 2024","599","example to-do app","","","","","displays two todo items by default",""
"passed","Tue Mar 19 08:58:11 GMT 2024","Tue Mar 19 08:58:16 GMT 2024","4403","Waiting","","","","","cy.wait() - wait for a specific amount of time",""
"passed","Tue Mar 19 08:58:05 GMT 2024","Tue Mar 19 08:58:05 GMT 2024","176","Actions","","","","",".rightclick() - right click on a DOM element",""
"passed","Tue Mar 19 08:58:31 GMT 2024","Tue Mar 19 08:58:31 GMT 2024","70","Misc","","","","","cy.wrap() - wrap an object",""
"passed","Tue Mar 19 08:58:03 GMT 2024","Tue Mar 19 08:58:05 GMT 2024","1816","Actions","","","","",".click() - click on a DOM element",""
"passed","Tue Mar 19 08:58:02 GMT 2024","Tue Mar 19 08:58:02 GMT 2024","78","Traversal","","","","",".prevAll() - get all previous sibling DOM elements",""
"passed","Tue Mar 19 08:58:24 GMT 2024","Tue Mar 19 08:58:24 GMT 2024","66","Cypress.spec","","","","","Get current spec information",""
"passed","Tue Mar 19 08:58:21 GMT 2024","Tue Mar 19 08:58:21 GMT 2024","175","Cookies","","","","","cy.clearCookie() - clear a browser cookie",""
"passed","Tue Mar 19 08:58:21 GMT 2024","Tue Mar 19 08:58:21 GMT 2024","181","Cookies","","","","","cy.getCookies() - get browser cookies for the current domain",""
"passed","Tue Mar 19 08:58:02 GMT 2024","Tue Mar 19 08:58:02 GMT 2024","73","Traversal","","","","",".prev() - get previous sibling DOM element",""
"passed","Tue Mar 19 08:58:05 GMT 2024","Tue Mar 19 08:58:06 GMT 2024","1066","Utilities","","","","","Cypress.Promise - instantiate a bluebird promise",""
"passed","Tue Mar 19 08:58:02 GMT 2024","Tue Mar 19 08:58:02 GMT 2024","79","Traversal","","","","",".parent() - get parent DOM element from DOM elements",""
"passed","Tue Mar 19 08:58:16 GMT 2024","Tue Mar 19 08:58:16 GMT 2024","204","Waiting","","","","","cy.wait() - wait for a specific route",""
"passed","Tue Mar 19 08:57:51 GMT 2024","Tue Mar 19 08:57:51 GMT 2024","134","Actions","","","","",".focus() - focus on a DOM element",""
"passed","Tue Mar 19 08:58:01 GMT 2024","Tue Mar 19 08:58:01 GMT 2024","102","Traversal","","","","",".closest() - get closest ancestor DOM element",""
"passed","Tue Mar 19 08:58:02 GMT 2024","Tue Mar 19 08:58:02 GMT 2024","81","Traversal","","","","",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"passed","Tue Mar 19 08:58:23 GMT 2024","Tue Mar 19 08:58:23 GMT 2024","93","Cypress.Cookies","","","","",".debug() - enable or disable debugging",""
"passed","Tue Mar 19 08:58:26 GMT 2024","Tue Mar 19 08:58:26 GMT 2024","81","Files","","","","","cy.fixture() or require - load a fixture",""
"passed","Tue Mar 19 08:58:11 GMT 2024","Tue Mar 19 08:58:12 GMT 2024","365","Aliasing","","","","",".as() - alias a DOM element for later use",""
"passed","Tue Mar 19 08:57:47 GMT 2024","Tue Mar 19 08:57:51 GMT 2024","3662","Actions","","","","",".type() - type into a DOM element",""
"passed","Tue Mar 19 08:57:50 GMT 2024","Tue Mar 19 08:57:50 GMT 2024","76","Querying","","","","",".within() - query DOM elements within a specific element",""
