"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 17 22:55:16 GMT 2024","Sun Mar 17 22:55:16 GMT 2024","68","Cypress.version","","","","","Get current version of Cypress being run",""
"passed","Sun Mar 17 22:55:10 GMT 2024","Sun Mar 17 22:55:10 GMT 2024","257","Connectors","","","","",".each() - iterate over an array of elements",""
"passed","Sun Mar 17 22:55:17 GMT 2024","Sun Mar 17 22:55:18 GMT 2024","416","Files","","","","","cy.fixture() - load a fixture",""
"passed","Sun Mar 17 22:54:53 GMT 2024","Sun Mar 17 22:54:54 GMT 2024","496","Local Storage / Session Storage","","","","","cy.clearLocalStorage() - clear all data in localStorage for the current origin",""
"passed","Sun Mar 17 22:54:37 GMT 2024","Sun Mar 17 22:54:37 GMT 2024","241","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Sun Mar 17 22:55:12 GMT 2024","Sun Mar 17 22:55:12 GMT 2024","176","Cookies","","","","","cy.getCookies() - get browser cookies for the current domain",""
"passed","Sun Mar 17 22:54:57 GMT 2024","Sun Mar 17 22:54:58 GMT 2024","92","Traversal","","","","",".nextAll() - get all next sibling DOM elements",""
"passed","Sun Mar 17 22:54:58 GMT 2024","Sun Mar 17 22:54:58 GMT 2024","94","Traversal","","","","",".prev() - get previous sibling DOM element",""
"passed","Sun Mar 17 22:55:01 GMT 2024","Sun Mar 17 22:55:01 GMT 2024","77","Utilities","","","","","Cypress.minimatch - test out glob patterns against strings",""
"passed","Sun Mar 17 22:54:51 GMT 2024","Sun Mar 17 22:54:52 GMT 2024","233","Spies, Stubs, and Clock","","","","","cy.tick() - move time in the browser",""
"passed","Sun Mar 17 22:55:13 GMT 2024","Sun Mar 17 22:55:13 GMT 2024","153","Cookies","","","","","cy.clearCookies() - clear browser cookies for the current domain",""
"passed","Sun Mar 17 22:54:52 GMT 2024","Sun Mar 17 22:54:52 GMT 2024","18","Spies, Stubs, and Clock","","","","","matches call arguments using Sinon matchers",""
"passed","Sun Mar 17 22:55:10 GMT 2024","Sun Mar 17 22:55:10 GMT 2024","72","Connectors",".then()","","","","invokes a callback function with the current subject",""
"passed","Sun Mar 17 22:55:15 GMT 2024","Sun Mar 17 22:55:16 GMT 2024","68","Cypress.log","","","","","Control what is printed to the Command Log",""
"passed","Sun Mar 17 22:54:54 GMT 2024","Sun Mar 17 22:54:54 GMT 2024","168","Local Storage / Session Storage","","","","","cy.getAllLocalStorage() - get all data in localStorage for all origins",""
"passed","Sun Mar 17 22:54:41 GMT 2024","Sun Mar 17 22:54:41 GMT 2024","386","Network Requests","","","","","cy.request() with query parameters",""
"passed","Sun Mar 17 22:54:57 GMT 2024","Sun Mar 17 22:54:57 GMT 2024","91","Traversal","","","","",".find() - get descendant DOM elements of the selector",""
"passed","Sun Mar 17 22:55:01 GMT 2024","Sun Mar 17 22:55:01 GMT 2024","234","Utilities","","","","","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Sun Mar 17 22:55:10 GMT 2024","Sun Mar 17 22:55:10 GMT 2024","90","Connectors","","","","",".its() - get properties on the current subject",""
"passed","Sun Mar 17 22:54:37 GMT 2024","Sun Mar 17 22:54:38 GMT 2024","232","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Sun Mar 17 22:54:54 GMT 2024","Sun Mar 17 22:54:54 GMT 2024","158","Local Storage / Session Storage","","","","","cy.clearAllSessionStorage() - clear all data in sessionStorage for all origins",""
"passed","Sun Mar 17 22:54:57 GMT 2024","Sun Mar 17 22:54:57 GMT 2024","713","Actions","","","","",".check() - check a checkbox or radio element",""
"passed","Sun Mar 17 22:54:56 GMT 2024","Sun Mar 17 22:54:57 GMT 2024","171","Actions","","","","",".dblclick() - double click on a DOM element",""
"passed","Sun Mar 17 22:54:51 GMT 2024","Sun Mar 17 22:54:51 GMT 2024","154","Spies, Stubs, and Clock","","","","","cy.clock() - control time in the browser",""
"passed","Sun Mar 17 22:54:54 GMT 2024","Sun Mar 17 22:54:54 GMT 2024","153","Local Storage / Session Storage","","","","","cy.clearAllLocalStorage() - clear all data in localStorage for all origins",""
"passed","Sun Mar 17 22:54:46 GMT 2024","Sun Mar 17 22:54:46 GMT 2024","86","Querying","","","","","cy.root() - query the root DOM element",""
"passed","Sun Mar 17 22:55:06 GMT 2024","Sun Mar 17 22:55:06 GMT 2024","78","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Sun Mar 17 22:54:57 GMT 2024","Sun Mar 17 22:54:57 GMT 2024","90","Traversal","","","","",".filter() - get DOM elements that match the selector",""
"passed","Sun Mar 17 22:54:56 GMT 2024","Sun Mar 17 22:54:57 GMT 2024","245","Traversal","","","","",".children() - get child DOM elements",""
"passed","Sun Mar 17 22:55:18 GMT 2024","Sun Mar 17 22:55:18 GMT 2024","84","Files","","","","","cy.fixture() or require - load a fixture",""
"passed","Sun Mar 17 22:55:14 GMT 2024","Sun Mar 17 22:55:14 GMT 2024","198","Window","","","","","cy.window() - get the global window object",""
"passed","Sun Mar 17 22:54:39 GMT 2024","Sun Mar 17 22:54:43 GMT 2024","3722","Actions","","","","",".type() - type into a DOM element",""
"passed","Sun Mar 17 22:55:20 GMT 2024","Sun Mar 17 22:55:20 GMT 2024","80","Location","","","","","cy.location() - get window.location",""
"passed","Sun Mar 17 22:54:58 GMT 2024","Sun Mar 17 22:54:58 GMT 2024","734","Actions","","","","",".uncheck() - uncheck a checkbox element",""
"passed","Sun Mar 17 22:54:43 GMT 2024","Sun Mar 17 22:54:44 GMT 2024","351","Actions","","","","",".blur() - blur off a DOM element",""
"passed","Sun Mar 17 22:54:36 GMT 2024","Sun Mar 17 22:54:36 GMT 2024","641","example to-do app","","","","","displays two todo items by default",""
"passed","Sun Mar 17 22:54:54 GMT 2024","Sun Mar 17 22:54:54 GMT 2024","154","Local Storage / Session Storage","","","","","cy.getAllSessionStorage() - get all data in sessionStorage for all origins",""
"passed","Sun Mar 17 22:54:45 GMT 2024","Sun Mar 17 22:54:45 GMT 2024","304","Querying","","","","","cy.get() - query DOM elements",""
"passed","Sun Mar 17 22:55:05 GMT 2024","Sun Mar 17 22:55:06 GMT 2024","328","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Sun Mar 17 22:55:14 GMT 2024","Sun Mar 17 22:55:14 GMT 2024","63","Window","","","","","cy.title() - get the title",""
"passed","Sun Mar 17 22:54:36 GMT 2024","Sun Mar 17 22:54:37 GMT 2024","400","example to-do app","","","","","can add new todo items",""
"passed","Sun Mar 17 22:55:10 GMT 2024","Sun Mar 17 22:55:10 GMT 2024","75","Connectors",".then()","","","","yields the value yielded by the last Cypress command inside",""
"passed","Sun Mar 17 22:54:58 GMT 2024","Sun Mar 17 22:54:58 GMT 2024","80","Traversal","","","","",".nextUntil() - get next sibling DOM elements until next el",""
"passed","Sun Mar 17 22:54:46 GMT 2024","Sun Mar 17 22:54:46 GMT 2024","78","Querying","","","","",".within() - query DOM elements within a specific element",""
"passed","Sun Mar 17 22:55:06 GMT 2024","Sun Mar 17 22:55:06 GMT 2024","74","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Sun Mar 17 22:55:22 GMT 2024","Sun Mar 17 22:55:22 GMT 2024","229","Misc","","","","","cy.focused() - get the DOM element that has focus",""
"passed","Sun Mar 17 22:55:12 GMT 2024","Sun Mar 17 22:55:13 GMT 2024","96","Cookies","","","","","cy.getAllCookies() - get all browser cookies",""
"passed","Sun Mar 17 22:55:08 GMT 2024","Sun Mar 17 22:55:12 GMT 2024","4464","Waiting","","","","","cy.wait() - wait for a specific amount of time",""
"passed","Sun Mar 17 22:54:58 GMT 2024","Sun Mar 17 22:54:58 GMT 2024","104","Traversal","","","","",".prevUntil() - get all previous sibling DOM elements until el",""
"passed","Sun Mar 17 22:54:58 GMT 2024","Sun Mar 17 22:54:58 GMT 2024","80","Traversal","","","","",".prevAll() - get all previous sibling DOM elements",""
"passed","Sun Mar 17 22:54:40 GMT 2024","Sun Mar 17 22:54:40 GMT 2024","724","Network Requests","","","","","cy.request() - make an XHR request",""
"passed","Sun Mar 17 22:55:16 GMT 2024","Sun Mar 17 22:55:16 GMT 2024","71","Cypress.spec","","","","","Get current spec information",""
"passed","Sun Mar 17 22:55:20 GMT 2024","Sun Mar 17 22:55:20 GMT 2024","66","Location","","","","","cy.url() - get the current URL",""
"passed","Sun Mar 17 22:54:57 GMT 2024","Sun Mar 17 22:54:57 GMT 2024","87","Traversal","","","","",".closest() - get closest ancestor DOM element",""
"passed","Sun Mar 17 22:55:06 GMT 2024","Sun Mar 17 22:55:06 GMT 2024","74","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Sun Mar 17 22:55:15 GMT 2024","Sun Mar 17 22:55:15 GMT 2024","75","Cypress.arch","","","","","Get CPU architecture name of underlying OS",""
"passed","Sun Mar 17 22:55:22 GMT 2024","Sun Mar 17 22:55:23 GMT 2024","1021","Misc","Cypress.Screenshot","","","","cy.screenshot() - take a screenshot",""
"passed","Sun Mar 17 22:54:51 GMT 2024","Sun Mar 17 22:54:51 GMT 2024","72","Spies, Stubs, and Clock","","","","","cy.stub() - create a stub and/or replace a function with stub",""
"passed","Sun Mar 17 22:55:14 GMT 2024","Sun Mar 17 22:55:14 GMT 2024","80","Window","","","","","cy.document() - get the document object",""
"passed","Sun Mar 17 22:54:59 GMT 2024","Sun Mar 17 22:54:59 GMT 2024","113","Actions","","","","",".trigger() - trigger an event on a DOM element",""
"passed","Sun Mar 17 22:55:13 GMT 2024","Sun Mar 17 22:55:13 GMT 2024","110","Cookies","","","","","cy.setCookie() - set a browser cookie",""
"passed","Sun Mar 17 22:54:45 GMT 2024","Sun Mar 17 22:54:46 GMT 2024","108","Querying","","","","","cy.contains() - query DOM elements with matching content",""
"passed","Sun Mar 17 22:54:48 GMT 2024","Sun Mar 17 22:54:49 GMT 2024","220","Spies, Stubs, and Clock","","","","","cy.spy() - wrap a method in a spy",""
"passed","Sun Mar 17 22:54:58 GMT 2024","Sun Mar 17 22:54:58 GMT 2024","88","Traversal","","","","",".parents() - get parent DOM elements from DOM elements",""
"passed","Sun Mar 17 22:54:58 GMT 2024","Sun Mar 17 22:54:58 GMT 2024","77","Traversal","","","","",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"failed","Sun Mar 17 22:54:44 GMT 2024","Sun Mar 17 22:54:55 GMT 2024","10496","Actions","","","","",".submit() - submit a form",""
"passed","Sun Mar 17 22:54:59 GMT 2024","Sun Mar 17 22:54:59 GMT 2024","105","Actions","","","","",".scrollIntoView() - scroll an element into view",""
"passed","Sun Mar 17 22:54:57 GMT 2024","Sun Mar 17 22:54:57 GMT 2024","90","Traversal","","","","",".next() - get next sibling DOM element",""
"passed","Sun Mar 17 22:55:15 GMT 2024","Sun Mar 17 22:55:15 GMT 2024","258","Cypress.Commands","","","","",".add() - create a custom command",""
"passed","Sun Mar 17 22:55:00 GMT 2024","Sun Mar 17 22:55:00 GMT 2024","282","Utilities","","","","","Cypress._ - call a lodash method",""
"passed","Sun Mar 17 22:54:58 GMT 2024","Sun Mar 17 22:54:59 GMT 2024","795","Actions","","","","",".select() - select an option in a <select> element",""
"passed","Sun Mar 17 22:55:22 GMT 2024","Sun Mar 17 22:55:22 GMT 2024","77","Misc","","","","","cy.wrap() - wrap an object",""
"passed","Sun Mar 17 22:55:03 GMT 2024","Sun Mar 17 22:55:06 GMT 2024","2797","Viewport","","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Sun Mar 17 22:55:10 GMT 2024","Sun Mar 17 22:55:10 GMT 2024","74","Connectors",".then()","","","","yields the returned value to the next command",""
"passed","Sun Mar 17 22:54:37 GMT 2024","Sun Mar 17 22:54:37 GMT 2024","170","example to-do app","","","","","can check off an item as completed",""
"passed","Sun Mar 17 22:54:37 GMT 2024","Sun Mar 17 22:54:38 GMT 2024","334","Navigation","","","","","cy.reload() - reload the page",""
"passed","Sun Mar 17 22:55:12 GMT 2024","Sun Mar 17 22:55:12 GMT 2024","341","Cookies","","","","","cy.getCookie() - get a browser cookie",""
"passed","Sun Mar 17 22:55:10 GMT 2024","Sun Mar 17 22:55:10 GMT 2024","73","Connectors","","","","",".spread() - spread an array as individual args to callback function",""
"passed","Sun Mar 17 22:54:46 GMT 2024","Sun Mar 17 22:54:47 GMT 2024","703","Querying","","","","","best practices - selecting elements",""
"passed","Sun Mar 17 22:55:06 GMT 2024","Sun Mar 17 22:55:08 GMT 2024","1572","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Sun Mar 17 22:55:00 GMT 2024","Sun Mar 17 22:55:01 GMT 2024","165","Utilities","","","","","Cypress.$ - call a jQuery method",""
"passed","Sun Mar 17 22:55:06 GMT 2024","Sun Mar 17 22:55:06 GMT 2024","75","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Sun Mar 17 22:54:52 GMT 2024","Sun Mar 17 22:54:52 GMT 2024","15","Spies, Stubs, and Clock","","","","","cy.stub() matches depending on arguments",""
"passed","Sun Mar 17 22:54:42 GMT 2024","Sun Mar 17 22:54:43 GMT 2024","1583","Network Requests","","","","","cy.intercept() - route responses to matching requests",""
"passed","Sun Mar 17 22:55:18 GMT 2024","Sun Mar 17 22:55:18 GMT 2024","84","Files","","","","","cy.readFile() - read file contents",""
